File Name,Caption,image_file_path,label_class
fire_image0164.jpg,a forest fire burning through the trees,.\AIDER\fire\fire_image0164.jpg,1
traffic_incident_image0257.jpg,a truck crashed on the i - 95 near the intersection of interstate and i - 95 in oklahoma,.\AIDER\traffic_incident\traffic_incident_image0257.jpg,3
traffic_incident_image0336.jpg,the scene of a fatal crash on the freeway in the city of los,.\AIDER\traffic_incident\traffic_incident_image0336.jpg,3
fire_image0086.jpg,a fire is seen in the distance of a highway,.\AIDER\fire\fire_image0086.jpg,1
flood_image0165.jpg,a large building with a lot of debris on it,.\AIDER\flooded_areas\flood_image0165.jpg,2
traffic_incident_image0100.jpg,the scene of a fatal crash on highway 101 in the town of west bend,.\AIDER\traffic_incident\traffic_incident_image0100.jpg,3
collapsed_building_image0465.jpg,"a destroyed house in the town of san, california",.\AIDER\collapsed_building\collapsed_building_image0465.jpg,0
flood_image0415.jpg,a flooded street in the town of person,.\AIDER\flooded_areas\flood_image0415.jpg,2
traffic_incident_image0247.jpg,the scene of a fatal crash on the highway in the town of person,.\AIDER\traffic_incident\traffic_incident_image0247.jpg,3
flood_image0021.jpg,"a flooded street in the town of port, queensland",.\AIDER\flooded_areas\flood_image0021.jpg,2
traffic_incident_image0420.jpg,a road with cars parked on it,.\AIDER\traffic_incident\traffic_incident_image0420.jpg,3
collapsed_building_image0486.jpg,a house is being built in the woods,.\AIDER\collapsed_building\collapsed_building_image0486.jpg,0
fire_image0405.jpg,a car is on fire in the middle of the road,.\AIDER\fire\fire_image0405.jpg,1
traffic_incident_image0463.jpg,a highway with cars and trucks on it,.\AIDER\traffic_incident\traffic_incident_image0463.jpg,3
fire_image0168.jpg,a fire burns in the hills near the town of santa feli,.\AIDER\fire\fire_image0168.jpg,1
fire_image0319.jpg,a fire burns through the brush in the bushland,.\AIDER\fire\fire_image0319.jpg,1
fire_image0412.jpg,a fire burns in the bushland of the amazon rainforest,.\AIDER\fire\fire_image0412.jpg,1
flood_image0081.jpg,"a flooded street in the town of st louis, louisiana",.\AIDER\flooded_areas\flood_image0081.jpg,2
fire_image0108.jpg,a fire is seen from the air as it burns,.\AIDER\fire\fire_image0108.jpg,1
fire_image0261.jpg,a fire burns on the side of a highway in california,.\AIDER\fire\fire_image0261.jpg,1
flood_image0255.jpg,a flooded neighborhood in the aftermath of hurricane katrina,.\AIDER\flooded_areas\flood_image0255.jpg,2
flood_image0514.jpg,a large body of water,.\AIDER\flooded_areas\flood_image0514.jpg,2
fire_image0083.jpg,smoke bills out from the roof of a building in the bronx neighborhood,.\AIDER\fire\fire_image0083.jpg,1
collapsed_building_image0116.jpg,"a house is seen in the rubble of a collapsed house in the town of san, california",.\AIDER\collapsed_building\collapsed_building_image0116.jpg,0
fire_image0257.jpg,a house on fire in the middle of the city,.\AIDER\fire\fire_image0257.jpg,1
traffic_incident_image0302.jpg,a group of cars on a road with a truck,.\AIDER\traffic_incident\traffic_incident_image0302.jpg,3
fire_image0390.jpg,a fire burns in the middle of a residential area,.\AIDER\fire\fire_image0390.jpg,1
traffic_incident_image0145.jpg,the scene of a fatal crash on interstate in kansas,.\AIDER\traffic_incident\traffic_incident_image0145.jpg,3
flood_image0410.jpg,flooding in the mississippi river,.\AIDER\flooded_areas\flood_image0410.jpg,2
traffic_incident_image0089.jpg,a truck is on the road with other cars,.\AIDER\traffic_incident\traffic_incident_image0089.jpg,3
fire_image0378.jpg,a fire burns in the distance of a forest,.\AIDER\fire\fire_image0378.jpg,1
collapsed_building_image0212.jpg,a pile of junk in the middle of a city,.\AIDER\collapsed_building\collapsed_building_image0212.jpg,0
collapsed_building_image0451.jpg,"an aerial view of the destroyed house in the village of latta, italy",.\AIDER\collapsed_building\collapsed_building_image0451.jpg,0
flood_image0145.jpg,"flooded houses in the village of khao, thailand",.\AIDER\flooded_areas\flood_image0145.jpg,2
fire_image0195.jpg,the home of a firefighter in the hills neighborhood of los,.\AIDER\fire\fire_image0195.jpg,1
flood_image0254.jpg,"a flooded street in the town of st louis, louisiana",.\AIDER\flooded_areas\flood_image0254.jpg,2
flood_image0063.jpg,a car is parked in the middle of a street,.\AIDER\flooded_areas\flood_image0063.jpg,2
collapsed_building_image0211.jpg,a pile of rubbles and debris in the middle of a city,.\AIDER\collapsed_building\collapsed_building_image0211.jpg,0
collapsed_building_image0121.jpg,the site of the london fire,.\AIDER\collapsed_building\collapsed_building_image0121.jpg,0
flood_image0344.jpg,"a flooded street in the suburbs of new orleans, louisiana",.\AIDER\flooded_areas\flood_image0344.jpg,2
traffic_incident_image0085.jpg,the scene of the crash on the m6 near the junction of the m6,.\AIDER\traffic_incident\traffic_incident_image0085.jpg,3
traffic_incident_image0230.jpg,the scene of a fatal crash on interstate in the state of tennessee,.\AIDER\traffic_incident\traffic_incident_image0230.jpg,3
collapsed_building_image0298.jpg,a large pile of rubble in the middle of a city,.\AIDER\collapsed_building\collapsed_building_image0298.jpg,0
fire_image0277.jpg,a large fire is seen in the sky above a large building,.\AIDER\fire\fire_image0277.jpg,1
collapsed_building_image0136.jpg,the wreckage of a house in the aftermath of the fire,.\AIDER\collapsed_building\collapsed_building_image0136.jpg,0
collapsed_building_image0484.jpg,a building under construction in the middle of a street,.\AIDER\collapsed_building\collapsed_building_image0484.jpg,0
traffic_incident_image0378.jpg,a pile of wood is seen on the side of a highway,.\AIDER\traffic_incident\traffic_incident_image0378.jpg,3
collapsed_building_image0299.jpg,"a man walks through the rubble of a building in the city of beirut, lebanon",.\AIDER\collapsed_building\collapsed_building_image0299.jpg,0
collapsed_building_image0395.jpg,a man walks through the rubble of a building in the city of peshawar,.\AIDER\collapsed_building\collapsed_building_image0395.jpg,0
flood_image0133.jpg,"flooding in the town of st cloud, minnesota",.\AIDER\flooded_areas\flood_image0133.jpg,2
flood_image0313.jpg,a flooded street in the aftermath of hurricane,.\AIDER\flooded_areas\flood_image0313.jpg,2
fire_image0292.jpg,a fire burns in the hills,.\AIDER\fire\fire_image0292.jpg,1
fire_image0474.jpg,a fire burns in the middle of a field,.\AIDER\fire\fire_image0474.jpg,1
collapsed_building_image0110.jpg,"the destruction of the hiroshima - era hiroshima - era building in hiroshima, japan",.\AIDER\collapsed_building\collapsed_building_image0110.jpg,0
fire_image0480.jpg,a fire burns in the distance of a town,.\AIDER\fire\fire_image0480.jpg,1
fire_image0109.jpg,a train is on fire at the site of the former train station,.\AIDER\fire\fire_image0109.jpg,1
fire_image0044.jpg,a large cloud of smoke,.\AIDER\fire\fire_image0044.jpg,1
collapsed_building_image0423.jpg,"a tornado tornado is seen in the middle of a neighborhood in moore, texas",.\AIDER\collapsed_building\collapsed_building_image0423.jpg,0
fire_image0249.jpg,"a fire burns in the town of moula, iraq",.\AIDER\fire\fire_image0249.jpg,1
fire_image0089.jpg,a fire is seen from the air as it burns,.\AIDER\fire\fire_image0089.jpg,1
fire_image0499.jpg,"a large fire is seen in the distance of a residential area in the outskirts of ahmedabad on july 27, 2019",.\AIDER\fire\fire_image0499.jpg,1
collapsed_building_image0234.jpg,"a house is seen in the aftermath of a tornado in the town of moore, texas",.\AIDER\collapsed_building\collapsed_building_image0234.jpg,0
flood_image0458.jpg,flooding in the midwest region,.\AIDER\flooded_areas\flood_image0458.jpg,2
fire_image0092.jpg,a fire burns in the distance of a lake,.\AIDER\fire\fire_image0092.jpg,1
fire_image0456.jpg,a fire burns in the middle of a home on the corner of a street,.\AIDER\fire\fire_image0456.jpg,1
flood_image0144.jpg,a view of a small town with a lake in the middle,.\AIDER\flooded_areas\flood_image0144.jpg,2
collapsed_building_image0307.jpg,the remains of a house in the aftermath of the tornado,.\AIDER\collapsed_building\collapsed_building_image0307.jpg,0
collapsed_building_image0368.jpg,"a house is seen in the aftermath of a tornado in the town of santa, california",.\AIDER\collapsed_building\collapsed_building_image0368.jpg,0
fire_image0247.jpg,"a fire burns in the town of mogad, iraq",.\AIDER\fire\fire_image0247.jpg,1
traffic_incident_image0009.jpg,the scene of a fatal crash on interstate in the state,.\AIDER\traffic_incident\traffic_incident_image0009.jpg,3
traffic_incident_image0026.jpg,a truck is on the side of a road,.\AIDER\traffic_incident\traffic_incident_image0026.jpg,3
flood_image0042.jpg,"a flooded street in the town of san, california",.\AIDER\flooded_areas\flood_image0042.jpg,2
traffic_incident_image0189.jpg,a busy street filled with cars and people,.\AIDER\traffic_incident\traffic_incident_image0189.jpg,3
fire_image0110.jpg,a large fire is seen from the air,.\AIDER\fire\fire_image0110.jpg,1
fire_image0377.jpg,"a fire burns through the trees in the hills of santa cruz, california",.\AIDER\fire\fire_image0377.jpg,1
fire_image0028.jpg,a train is seen on fire as it goes down the tracks,.\AIDER\fire\fire_image0028.jpg,1
collapsed_building_image0238.jpg,a house is surrounded by debris in the aftermath,.\AIDER\collapsed_building\collapsed_building_image0238.jpg,0
traffic_incident_image0277.jpg,the scene at the scene where a man was killed in a car crash in the town of strath,.\AIDER\traffic_incident\traffic_incident_image0277.jpg,3
fire_image0429.jpg,a fire burns in the middle of a field,.\AIDER\fire\fire_image0429.jpg,1
collapsed_building_image0221.jpg,"the town of vedu, croatia, after the earthquake",.\AIDER\collapsed_building\collapsed_building_image0221.jpg,0
traffic_incident_image0476.jpg,a man is seen on the ground after he was shot by a police officer,.\AIDER\traffic_incident\traffic_incident_image0476.jpg,3
flood_image0432.jpg,a flooded street in the town of person,.\AIDER\flooded_areas\flood_image0432.jpg,2
fire_image0184.jpg,a fire burns in the hills near the town of santa feli,.\AIDER\fire\fire_image0184.jpg,1
flood_image0074.jpg,"a flooded street in the town of port, queensland",.\AIDER\flooded_areas\flood_image0074.jpg,2
fire_image0200.jpg,the fire is seen from above the house,.\AIDER\fire\fire_image0200.jpg,1
fire_image0120.jpg,a train is seen burning in the middle of the country,.\AIDER\fire\fire_image0120.jpg,1
fire_image0466.jpg,a large fire is burning in the middle of a field,.\AIDER\fire\fire_image0466.jpg,1
traffic_incident_image0210.jpg,the scene of a fatal car crash in the area of the intersection of the intersection and the intersection of the,.\AIDER\traffic_incident\traffic_incident_image0210.jpg,3
fire_image0487.jpg,a large fire is seen in the distance of homes in the area,.\AIDER\fire\fire_image0487.jpg,1
collapsed_building_image0050.jpg,a building that has been destroyed by a tornado,.\AIDER\collapsed_building\collapsed_building_image0050.jpg,0
collapsed_building_image0232.jpg,the remains of a building that was destroyed by fire,.\AIDER\collapsed_building\collapsed_building_image0232.jpg,0
collapsed_building_image0430.jpg,a house is seen in the aftermath of a tsunami in the philippines,.\AIDER\collapsed_building\collapsed_building_image0430.jpg,0
collapsed_building_image0276.jpg,people gather in a street in mumbai,.\AIDER\collapsed_building\collapsed_building_image0276.jpg,0
traffic_incident_image0051.jpg,"a truck crashed on the highway near the intersection of interstate and interstate in washington on march 29, 2020",.\AIDER\traffic_incident\traffic_incident_image0051.jpg,3
traffic_incident_image0094.jpg,a car is crushed into a pile of cars on the side of the road,.\AIDER\traffic_incident\traffic_incident_image0094.jpg,3
flood_image0102.jpg,a flooded village in the philippines,.\AIDER\flooded_areas\flood_image0102.jpg,2
traffic_incident_image0129.jpg,a truck that has crashed on the m6 near the junction of the m6,.\AIDER\traffic_incident\traffic_incident_image0129.jpg,3
traffic_incident_image0461.jpg,"a shooting occurred at a school in the town of west fargo on monday, oct 11, 2013",.\AIDER\traffic_incident\traffic_incident_image0461.jpg,3
collapsed_building_image0174.jpg,the roof of a house in the village of saint - paul,.\AIDER\collapsed_building\collapsed_building_image0174.jpg,0
flood_image0167.jpg,a car is seen in the middle of a street,.\AIDER\flooded_areas\flood_image0167.jpg,2
flood_image0158.jpg,"a flooded street in the town of port, queensland",.\AIDER\flooded_areas\flood_image0158.jpg,2
traffic_incident_image0152.jpg,a crash on the highway,.\AIDER\traffic_incident\traffic_incident_image0152.jpg,3
traffic_incident_image0131.jpg,a car is seen in the middle of the road after it was hit by a tree,.\AIDER\traffic_incident\traffic_incident_image0131.jpg,3
fire_image0355.jpg,a fire is seen in the middle of a city,.\AIDER\fire\fire_image0355.jpg,1
collapsed_building_image0248.jpg,"a collapsed house in the village of la - ro, france",.\AIDER\collapsed_building\collapsed_building_image0248.jpg,0
traffic_incident_image0427.jpg,the scene of the crash on the m6 near the junction of the m6,.\AIDER\traffic_incident\traffic_incident_image0427.jpg,3
flood_image0423.jpg,a flooded neighborhood in the city of houston,.\AIDER\flooded_areas\flood_image0423.jpg,2
